"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.56936585365855,65.98802439024391,66.36553658536586,66.71397560975609,67.04429268292684,67.36975609756098,67.69900000000001,68.03468292682928,68.37714634146343,68.72841463414636,69.08614634146342,69.44609756097562,69.79865853658536,70.13965853658537,70.46529268292683,70.77780487804878,71.0808292682927,71.37770731707317,71.66978048780489,71.9528536585366,72.22014634146342,72.46234146341463,72.67319512195122,72.84902439024391,72.98975609756098,73.0979756097561,73.17936585365854,73.24270731707318,73.29624390243903,73.34448780487806,73.3899756097561,73.4331219512195,73.47175609756098,73.50531707317074,73.53575609756099,73.56360975609756,73.58943902439024,73.61480487804879,73.64229268292684,73.67539024390246,73.72060975609757,73.7829024390244,73.86524390243902,73.96856097560976,74.0908536585366,74.22807317073172,74.37619512195123,74.52675609756099,74.6757317073171,74.81814634146343,74.95353658536587,75.08139024390245,75.205756097561,75.32865853658537,,
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.32851219512195,32.77743902439025,33.21990243902439,33.65787804878049,34.09287804878049,34.52539024390244,34.957414634146346,35.38941463414635,35.82241463414635,36.26039024390244,36.70282926829269,37.15275609756098,37.61014634146342,38.07853658536586,38.56090243902439,39.05929268292683,39.575707317073174,40.11014634146341,40.66760975609756,41.25058536585367,41.86753658536586,42.5269268292683,43.23073170731707,43.9759268292683,44.75902439024391,45.5770243902439,46.426951219512205,47.296341463414635,48.16973170731708,49.03112195121952,49.861048780487806,50.6409756097561,51.3629268292683,52.021878048780486,52.61434146341463,53.13939024390245,53.60204878048781,54.01782926829269,54.40273170731707,54.76726829268293,55.12587804878049,55.48753658536586,55.85719512195122,56.23529268292684,56.62631707317074,57.02724390243904,57.43256097560976,57.83382926829268,58.22502439024391,58.60368292682927,58.97082926829269,59.3279512195122,59.67960975609756,60.02826829268294,,
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.984829268292685,33.386219512195126,33.787585365853666,34.18846341463415,34.59034146341464,34.99221951219512,35.395097560975614,35.7999756097561,36.20585365853659,36.610243902439024,37.01512195121951,37.42102439024391,37.826926829268295,38.22682926829268,38.61378048780488,38.975804878048784,39.301,39.58136585365853,39.81585365853659,40.00539024390244,40.15924390243902,40.288658536585366,40.408,40.52824390243902,40.653951219512194,40.777780487804876,40.88748780487805,40.9738780487805,41.03770731707317,41.08765853658537,41.13834146341464,41.20634146341464,41.3130243902439,41.47819512195123,41.71624390243903,42.05146341463415,42.50163414634147,43.06212195121952,43.71426829268293,44.43900000000001,45.20478048780489,45.973146341463426,46.71173170731708,47.39317073170732,48.00351219512196,48.53880487804878,49.00704878048781,49.435731707317075,49.847390243902446,50.251024390243906,50.65417073170732,51.05931707317073,51.46400000000001,51.86617073170732,,
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.25436585365854,63.27346341463415,64.16285365853659,64.88709756097562,65.43819512195122,65.82739024390244,66.08931707317075,66.28721951219514,66.4749512195122,66.68160975609757,66.93258536585365,67.23887804878049,67.5859512195122,67.95795121951221,68.34834146341464,68.74121951219513,69.11551219512197,69.45617073170733,69.75424390243903,70.00965853658538,70.2359756097561,70.45446341463415,70.68512195121953,70.93739024390244,71.20653658536585,71.47121951219513,71.69756097560978,71.8619512195122,71.95329268292684,71.97858536585368,71.95731707317073,71.91841463414634,71.90080487804879,71.9358536585366,72.0419512195122,72.23602439024391,72.52741463414634,72.89809756097561,73.32658536585367,73.79339024390245,74.2720731707317,74.73421951219512,75.1579512195122,75.52936585365855,75.839,76.08939024390244,76.29053658536586,76.4648536585366,76.63231707317074,76.8018780487805,76.97851219512195,77.16321951219513,77.35046341463415,77.53724390243903,,
"Arab World",ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.84705855901278,47.42764654066132,48.007154690017025,48.58947984516129,49.1747733453265,49.7578897672416,50.32903465552874,50.88272308325745,51.418889971744626,51.944116310435945,52.46932004611484,53.00993736502253,53.5755871291971,54.16759753844644,54.78057075217357,55.40576094631752,56.03191128331021,56.64987170786268,57.25913850138386,57.867025005981844,58.48573829057775,59.12677322268763,59.79319020614372,60.479773313938935,61.17090277368902,61.848904271551746,62.49370023288132,63.090378290104795,63.629588759971895,64.10866974660325,64.62276122755742,65.00009881299393,65.29269191770486,65.63067835292132,65.97495206270212,66.36466603696087,66.69359852968203,67.01280439640104,67.30377894465553,67.58292419491096,67.82694852075515,68.05506431146893,68.26425008007335,68.46192675170342,68.6645737642581,68.8699440450817,69.09094838039836,69.3175883583852,69.54373862850323,69.77380635757865,70.00301692166146,70.21934746192852,70.4289908434045,70.63130516723979,,
"United Arab Emirates",ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.243219512195125,53.28656097560977,54.327000000000005,55.36351219512196,56.39258536585367,57.40570731707318,58.39185365853659,59.34046341463416,60.244048780487816,61.09858536585367,61.90104878048781,62.654951219512206,63.36631707317075,64.04312195121953,64.6889024390244,65.30514634146343,65.89334146341463,66.45400000000001,66.98860975609757,67.49717073170733,67.98319512195121,68.44517073170732,68.88409756097562,69.30148780487806,69.69831707317074,70.07663414634146,70.43639024390244,70.77812195121953,71.10482926829269,71.418,71.72014634146342,72.01229268292684,72.29641463414634,72.5730243902439,72.84558536585367,73.1150731707317,73.3839268292683,73.65265853658538,73.92021951219513,74.18717073170734,74.45153658536586,74.7128780487805,74.96826829268294,75.21721951219513,75.45726829268293,75.68639024390245,75.90453658536588,76.11117073170732,76.30775609756098,76.49478048780489,76.67524390243904,76.85119512195122,77.02414634146342,77.19563414634146,,
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.21553658536585,65.33851219512195,65.43260975609756,65.50939024390244,65.58241463414635,65.66868292682928,65.78224390243905,65.93002439024391,66.11348780487805,66.33509756097563,66.5908292682927,66.87312195121952,67.1679512195122,67.46531707317074,67.75865853658537,68.04795121951221,68.33670731707319,68.62943902439025,68.92663414634147,69.22431707317074,69.51448780487806,69.78665853658538,70.03531707317075,70.257,70.45419512195123,70.63139024390244,70.79907317073172,70.96775609756098,71.14590243902441,71.33753658536587,71.54365853658537,71.76329268292685,71.9889512195122,72.21565853658538,72.44139024390245,72.66512195121952,72.88734146341464,73.1080487804878,73.32768292682928,73.54426829268293,73.75580487804879,73.96031707317074,74.15578048780489,74.34126829268294,74.51878048780488,74.6878048780488,74.8499024390244,75.00904878048782,75.16626829268293,75.32456097560976,75.4849756097561,75.64904878048782,75.81624390243904,75.98609756097562,,
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.86346341463415,66.28439024390244,66.70985365853659,67.13785365853659,67.56541463414634,67.99153658536586,68.41473170731709,68.83048780487806,69.22926829268295,69.60004878048781,69.92426829268294,70.18287804878048,70.36734146341465,70.47965853658538,70.52634146341464,70.5319268292683,70.52941463414636,70.5429024390244,70.5829756097561,70.64126829268294,70.68453658536586,70.66160975609759,70.53551219512197,70.29014634146343,69.93568292682929,69.5,69.02429268292683,68.56756097560977,68.18209756097562,67.89951219512197,67.7478048780488,67.73829268292683,67.85334146341465,68.06956097560976,68.37665853658537,68.76356097560976,69.21685365853659,69.71641463414636,70.24021951219514,70.7670975609756,71.27658536585368,71.75582926829269,72.20160975609757,72.60958536585366,72.973756097561,73.28739024390244,73.54826829268293,73.76465853658539,73.945,74.0958292682927,74.22634146341464,74.34282926829269,74.45209756097562,74.56136585365854,,
"American Samoa",ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
