"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Aruba,ABW,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08737,0.15412,,,,,,,
"Arab World",ARB,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Arab Emirates",ARE,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49071,,,,
Argentina,ARG,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41749,0.41959,0.41131,0.45337,0.43884,0.42461,0.38886,0.41013,0.36555,0.37868,0.40033,0.40169,0.42135,0.48292,0.49191,0.51544,0.57942,,,
Armenia,ARM,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18692,0.22601,0.214,0.18463,0.27987,0.25255,0.23971,0.21201,0.25761,0.24057,0.21107,0.22438,0.29093,0.24139,0.27014,0.25438,0.23686,,
"American Samoa",ASM,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",ATG,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6619,,1.51483,,1.57648,,1.75338,,1.85341,,2.18215,,2.40144,,2.38592,2.24915,,,,
Austria,AUT,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58431,1.65855,1.73613,1.84929,1.88965,1.99599,2.06993,2.18268,2.17368,2.38324,2.37115,2.4324,2.58557,2.61357,2.74175,2.68125,2.80978,2.81289,2.8345,
Azerbaijan,AZE,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23533,0.3695,0.42124,0.39289,0.336,0.34001,0.30155,0.32496,0.29831,0.21994,0.17165,0.17006,0.16554,0.24976,0.21848,0.21084,0.21724,0.21141,,
Burundi,BDI,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2007,0.15419,0.14434,0.13755,0.12126,,,,
Belgium,BEL,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73312,1.79981,1.8291,1.89458,1.92696,2.02546,1.89417,1.83431,1.81112,1.7842,1.81035,1.84222,1.91871,1.97433,2.04719,2.15075,2.24321,2.2808,,
Benin,BEN,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso",BFA,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15834,0.18104,,,,0.19057,0.33866,0.27119,0.24197,0.17057,,0.11062,0.18634,0.20005,,,,,,
Bangladesh,BGD,"Research and development expenditure (% of GDP)",GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
