"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bahrain,BHR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,1,
"Bahamas, The",BHS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,
"Bosnia and Herzegovina",BIH,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,2,,2,
Belarus,BLR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Belize,BLZ,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,28.28,,3,,4,
Brazil,BRA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3.88,,2,,3,
Barbados,BRB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam",BRN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",CAF,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
Canada,CAN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3.68,,2,,2,
"Central Europe and the Baltics",CEB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2818181818181817,,,3.069090909090909,,2.7142857142857144,,2,
Switzerland,CHE,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,2.62,,6,,1,
"Channel Islands",CHI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,3.04,,2,,1,
China,CHN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,2.56,,4,,3,
"Cote d'Ivoire",CIV,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,
Cameroon,CMR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,8.89,,45,,5,
"Congo, Rep.",COG,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,8,,2,
Comoros,COM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cabo Verde",CPV,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",CRI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,1,,2,
"Caribbean small states",CSS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,8.5,,2.5,
Cuba,CUB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cayman Islands",CYM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,
"Czech Republic",CZE,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,3.46,,,,,
Germany,DEU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,1,,2,
Djibouti,DJI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Dominica,DMA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,1,,2,,1,
"Dominican Republic",DOM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3.46,,2,,3,
Algeria,DZA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.07,,39,,4,
"East Asia & Pacific (developing only)",EAP,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455555555555555,,,4.931111111111111,,2.5555555555555554,,1.6666666666666667,
"East Asia & Pacific (all income levels)",EAS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7333333333333334,,,3.57875,,2.375,,1.6,
"Europe & Central Asia (developing only)",ECA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,,,3.188888888888889,,5.777777777777778,,5.166666666666667,
"Europe & Central Asia (all income levels)",ECS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3090909090909095,,,2.8619354838709676,,3.9,,2.9166666666666665,
Ecuador,ECU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,3.41,,4,,4,
"Egypt, Arab Rep.",EGY,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,3,,3,
"Euro area",EMU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,2.816923076923077,,2.642857142857143,,1.6666666666666667,
Eritrea,ERI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Spain,ESP,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,7.07,,2,,2,
Estonia,EST,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,4,,1,,1,
Ethiopia,ETH,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,,13,
"European Union",EUU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1423076923076922,,,2.780476190476191,,2.8181818181818183,,1.7727272727272727,
"Fragile and conflict affected situations",FCS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.509090909090908,,,6.055,,7.888888888888889,,3.375,
Finland,FIN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,1.83,,3,,1,
Fiji,FJI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,9,,1,
"Faeroe Islands",FRO,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01,,,,1,
"United Kingdom",GBR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,1.89,,5,,2,
Georgia,GEO,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2,
Ghana,GHA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,19,,5,
Guinea,GIN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,
"Gambia, The",GMB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,3,,,
Guinea-Bissau,GNB,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equatorial Guinea",GNQ,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,2,,2,
Grenada,GRD,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,,4,,2,
Guam,GUM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High income",HIC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4045454545454548,,,2.9302439024390248,,3.073170731707317,,2.2142857142857144,
"Hong Kong SAR, China",HKG,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,1.62,,1,,1,
Honduras,HND,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,2,,2,
"Heavily indebted poor countries (HIPC)",HPC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.947058823529412,,,8.064736842105264,,14.75,,5.3076923076923075,
Croatia,HRV,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,1,,8,,3,
Haiti,HTI,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,12,,1,
Hungary,HUN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,5,,2,,3,
Indonesia,IDN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,5.35,,3,,4,
"Isle of Man",IMN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,5.31,,3,,2,
"Not classified",INX,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,1,,2,,,
"Iran, Islamic Rep.",IRN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28,,4,,3,
Iraq,IRQ,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,
Iceland,ISL,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Israel,ISR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,2,,2,,,
Italy,ITA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,2.97,,4,,2,
Jamaica,JAM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,14,,3,
Jordan,JOR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,4.58,,5,,3,
Japan,JPN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,1,,1,,2,
Kazakhstan,KAZ,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,
Kenya,KEN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,5.92,,4,,4,
"Kyrgyz Republic",KGZ,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Cambodia,KHM,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,4,,2,,1,
Kiribati,KIR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. Kitts and Nevis",KNA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,
Kosovo,KSV,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,3,,3,,2,
"Latin America & Caribbean (developing only)",LAC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.806666666666667,,,5.5280000000000005,,4.666666666666667,,2.923076923076923,
"Lao PDR",LAO,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,2.15,,3,,13,
Liberia,LBR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Libya,LBY,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4,,,
"St. Lucia",LCA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latin America & Caribbean (all income levels)",LCN,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.688888888888889,,,5.511428571428572,,4.894736842105263,,3.111111111111111,
"Least developed countries: UN classification",LDC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.957894736842107,,,6.843500000000001,,12.368421052631579,,4.285714285714286,
"Low income",LIC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.985714285714284,,,8.400833333333333,,14.357142857142858,,5,
Liechtenstein,LIE,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka",LKA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.45,,2,,2,
"Lower middle income",LMC,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.635,,,4.9761538461538475,,7.107142857142857,,4.230769230769231,
"Low & middle income",LMY,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.057627118644066,,,5.651343283582089,,7.52112676056338,,3.6769230769230767,
Lesotho,LSO,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,2.29,,,,1,
